"Points:0","Points:1","Points:2"
0.84405,-0.76249,0
3.46661,1.09569,0
3.41053,-1.24387,0
0.68551,-0.91921,0
3.91938,-0.36654,0
4.38231,-0.78219,0
2.47381,0.89466,0
2.6256,0.91596,0
4.25576,-0.04813,0
4.15591,0.76655,0
3.01878,-0.21356,0
0.62373,0.07377,0
0.75016,1.18526,0
4.49404,0.09687,0
0.8896,-0.82566,0
1.4555,-1.10604,0
2.44898,0.13604,0
1.9384,0.71971,0
4.19915,1.08006,0
2.10817,0.43012,0
1.67991,1.2181,0
0.7719,-1.19488,0
4.39668,0.97209,0
3.21021,0.65672,0
3.2944,-0.72645,0
1.97917,-0.02761,0
3.59626,1.16609,0
2.17513,-1.24981,0
4.26341,0.6969,0
0.72925,0.66145,0
2.69976,0.41622,0
3.88217,0.75765,0
3.54587,-0.76829,0
2.4672,0.36865,0
3.34647,-0.37679,0
3.40407,-0.91771,0
3.9463,-0.71741,0
3.02507,1.06249,0
1.86838,0.14883,0
3.54738,-0.11833,0
3.28528,-0.83222,0
2.80037,0.53182,0
3.79536,0.05607,0
1.22984,-0.22686,0
4.46481,0.51674,0
2.28805,0.3633,0
3.3444,0.33005,0
2.90062,-0.64261,0
4.06714,0.71572,0
1.35797,1.07873,0
1.36972,-0.49543,0
1.09103,-0.02305,0
4.26129,0.7681,0
0.5477,-0.79131,0
2.7102,-0.24983,0
1.77198,-0.51276,0
3.42746,-1.15903,0
1.09417,0.97851,0
1.95674,-0.16514,0
1.30533,-0.04598,0
2.34888,-1.07417,0
2.12675,0.02272,0
1.94128,-0.81125,0
0.8199,0.00259,0
0.51188,-0.88382,0
1.32451,-0.50462,0
1.94359,-0.19271,0
2.17605,-1.05131,0
0.8314,0.72619,0
2.55395,-0.26005,0
1.68688,0.62991,0
2.81037,-0.07864,0
2.19961,0.66177,0
4.36679,0.45725,0
2.92824,-1.00996,0
2.24744,-0.63152,0
3.53435,1.0368,0
2.86408,-1.06986,0
4.0676,0.0861,0
1.80726,0.67433,0
